Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Generation
1881,9.7,3.2,8.5,0.0,2.6,3.19,High,Gen Z
1882,9.6,0.7,6.4,3.1,4.2,3.38,High,Gen Z
1883,6.3,0.8,8.0,0.5,8.4,2.91,Moderate,Gen Z
1884,8.6,2.2,7.1,3.4,2.7,3.18,High,Gen Z
1885,6.8,3.7,5.3,4.0,4.2,3.04,High,Gen Z
1886,5.9,1.2,8.6,0.5,7.8,2.92,Low,Gen Z
1887,9.1,2.9,8.6,0.3,3.1,3.56,High,Gen Z
1888,9.2,0.2,5.1,2.2,7.3,3.61,High,Gen Z
1889,5.7,2.2,9.6,2.3,4.2,2.98,Low,Gen Z
1890,5.5,2.4,7.3,5.6,3.2,2.77,Low,Gen Z
1891,5.6,0.8,5.1,2.6,9.9,2.97,High,Gen Z
1892,8.0,2.5,7.7,0.5,5.3,3.12,Moderate,Gen Z
1893,7.2,4.0,9.2,3.2,0.4,2.95,Moderate,Gen Z
1894,7.4,2.7,9.4,3.4,1.1,3.04,Moderate,Gen Z
1895,9.7,0.2,5.1,4.0,5.0,3.25,High,Gen Z
1896,6.7,1.1,7.6,2.6,6.0,2.83,Moderate,Gen Z
1897,7.6,2.7,6.9,1.5,5.3,3.05,Moderate,Gen Z
1898,8.7,3.0,8.3,0.9,3.1,3.1,High,Gen Z
1899,7.9,2.3,7.4,3.3,3.1,3.75,Moderate,Gen Z
1900,8.6,0.4,8.7,0.8,5.5,3.22,High,Gen Z
1901,5.3,3.9,9.8,0.3,4.7,2.53,Low,Gen Z
1902,7.4,3.3,9.8,2.2,1.3,3.06,Moderate,Gen Z
1903,6.8,2.4,6.6,5.5,2.7,3.05,Moderate,Gen Z
1904,6.6,1.2,5.2,4.9,6.1,3.2,High,Gen Z
1905,7.3,1.3,7.4,4.9,3.1,2.83,Moderate,Gen Z
1906,6.9,1.3,5.9,3.6,6.3,2.94,High,Gen Z
1907,7.4,3.5,5.2,3.9,4.0,3.26,High,Gen Z
1908,9.4,2.9,9.6,0.7,1.4,3.57,High,Gen Z
1909,7.5,0.1,5.0,1.4,10.0,3.07,High,Gen Z
1910,5.9,0.1,9.5,0.0,8.5,2.79,Low,Gen Z
1911,8.7,0.6,9.6,4.6,0.5,3.57,High,Gen Z
1912,5.0,3.9,9.4,5.1,0.6,2.98,Low,Gen Z
1913,8.3,1.4,9.5,1.4,3.4,3.06,High,Gen Z
1914,9.6,0.6,6.1,3.3,4.4,3.47,High,Gen Z
1915,8.8,2.5,6.2,0.0,6.5,3.29,High,Gen Z
1916,9.5,1.6,7.6,2.5,2.8,3.7,High,Gen Z
1917,7.2,3.1,7.6,1.9,4.2,2.79,Moderate,Gen Z
1918,5.7,2.6,8.4,4.5,2.8,2.94,Low,Gen Z
1919,7.5,3.6,9.7,2.6,0.6,2.84,Moderate,Gen Z
1920,9.9,1.1,6.0,2.7,4.3,3.68,High,Gen Z
1921,5.3,3.9,7.9,3.3,3.6,2.79,Low,Gen Z
1922,5.2,2.4,8.6,2.5,5.3,3.21,Low,Gen Z
1923,8.8,0.9,6.1,1.0,7.2,3.53,High,Gen Z
1924,9.1,1.5,7.9,4.0,1.5,3.29,High,Gen Z
1925,6.2,0.7,9.9,3.7,3.5,2.73,Moderate,Gen Z
1926,6.3,2.0,6.6,1.0,8.1,3.09,Moderate,Gen Z
1927,6.3,0.1,8.5,3.0,6.1,2.99,Moderate,Gen Z
1928,5.5,3.0,5.1,1.5,8.9,2.66,High,Gen Z
1929,9.5,2.9,5.4,4.9,1.3,3.67,High,Gen Z
1930,8.0,2.7,10.0,0.8,2.5,3.2,Moderate,Gen Z
1931,8.1,1.8,5.2,0.1,8.8,3.28,High,Gen Z
1932,7.8,2.2,5.2,2.8,6.0,3.0,High,Gen Z
1933,9.6,1.6,8.1,3.7,1.0,3.46,High,Gen Z
1934,9.3,1.6,9.4,0.9,2.8,3.69,High,Gen Z
1935,6.4,0.2,9.0,2.5,5.9,2.81,Moderate,Gen Z
1936,9.5,3.3,7.8,2.1,1.3,3.28,High,Gen Z
1937,7.4,1.6,9.6,0.7,4.7,2.75,Moderate,Gen Z
1938,7.5,1.8,7.6,0.8,6.3,2.93,Moderate,Gen Z
1939,7.6,1.0,5.9,0.4,9.1,3.06,High,Gen Z
1940,8.1,2.9,8.4,2.2,2.4,3.52,High,Gen Z
1941,6.9,1.5,8.2,3.0,4.4,2.99,Moderate,Gen Z
1942,8.2,1.2,5.1,5.3,4.2,3.19,High,Gen Z
1943,6.1,3.7,8.6,4.3,1.3,2.79,Moderate,Gen Z
1944,7.6,0.7,6.5,1.9,7.3,3.0,Moderate,Gen Z
1945,5.8,0.8,8.9,1.0,7.5,2.89,Low,Gen Z
1946,9.9,1.3,5.6,3.4,3.8,3.43,High,Gen Z
1947,9.5,3.1,8.1,1.0,2.3,3.25,High,Gen Z
1948,8.4,2.9,9.8,0.8,2.1,3.28,High,Gen Z
1949,5.1,2.2,8.5,4.7,3.5,2.64,Low,Gen Z
1950,7.6,1.3,9.3,2.7,3.1,2.98,Moderate,Gen Z
1951,9.0,2.3,8.9,1.3,2.5,3.24,High,Gen Z
1952,7.7,0.9,7.4,1.9,6.1,3.31,Moderate,Gen Z
1953,6.3,3.9,5.8,4.7,3.3,2.73,High,Gen Z
1954,5.2,1.6,9.7,0.1,7.4,2.95,Low,Gen Z
1955,7.9,2.0,9.4,0.4,4.3,3.42,Moderate,Gen Z
1956,8.3,3.8,9.1,0.1,2.7,3.48,High,Gen Z
1957,7.4,1.6,6.6,2.7,5.7,2.88,Moderate,Gen Z
1958,9.9,0.4,9.6,2.0,2.1,3.09,High,Gen Z
1959,8.1,3.3,6.8,2.5,3.3,2.86,High,Gen Z
1960,9.6,3.3,5.5,0.6,5.0,3.19,High,Gen Z
1961,7.1,0.4,8.1,0.9,7.5,3.02,Moderate,Gen Z
1962,6.6,2.7,7.4,5.9,1.4,2.99,Moderate,Gen Z
1963,9.4,1.4,5.2,5.1,2.9,3.59,High,Gen Z
1964,9.5,0.9,9.5,1.3,2.8,3.24,High,Gen Z
1965,9.9,1.1,9.8,0.2,3.0,3.54,High,Gen Z
1966,7.4,0.9,8.5,1.1,6.1,3.48,Moderate,Gen Z
1967,7.8,1.0,9.8,0.2,5.2,3.04,Moderate,Gen Z
1968,7.1,0.9,7.5,5.2,3.3,2.92,Moderate,Gen Z
1969,8.6,2.3,5.4,4.2,3.5,3.38,High,Gen Z
1970,6.3,1.7,6.8,5.2,4.0,2.84,Moderate,Gen Z
1971,5.6,2.3,5.7,4.2,6.2,2.81,High,Gen Z
1972,7.4,3.7,7.6,2.6,2.7,3.29,Moderate,Gen Z
1973,7.9,2.8,5.5,4.9,2.9,3.03,High,Gen Z
1974,8.9,1.5,5.5,3.8,4.3,3.31,High,Gen Z
1975,9.4,3.6,9.8,1.0,0.2,3.32,High,Gen Z
1976,8.0,2.4,6.8,5.4,1.4,3.42,Moderate,Gen Z
1977,7.5,1.9,10.0,2.3,2.3,3.14,Moderate,Gen Z
1978,9.1,3.1,8.9,2.1,0.8,3.1,High,Gen Z
1979,6.3,3.4,9.5,0.9,3.9,2.97,Moderate,Gen Z
1980,8.2,2.2,5.3,4.5,3.8,3.43,High,Gen Z
1981,7.5,2.6,7.5,3.0,3.4,3.02,Moderate,Gen Z
1982,5.8,0.8,9.9,0.9,6.6,2.71,Low,Gen Z
1983,6.3,2.4,8.1,0.9,6.3,3.07,Moderate,Gen Z
1984,6.2,1.2,9.7,5.0,1.9,3.06,Moderate,Gen Z
1985,8.5,0.3,7.1,3.4,4.7,3.23,High,Gen Z
1986,8.0,1.3,8.9,4.9,0.9,2.93,Moderate,Gen Z
1987,6.6,3.4,5.5,5.0,3.5,2.9,High,Gen Z
1988,9.5,1.5,6.4,3.0,3.6,3.86,High,Gen Z
1989,7.3,1.4,8.5,4.6,2.2,3.28,Moderate,Gen Z
1990,7.0,2.7,7.4,6.0,0.9,2.85,Moderate,Gen Z
1991,8.6,3.8,9.2,2.2,0.2,3.26,High,Gen Z
1992,6.3,1.5,5.1,3.1,8.0,3.21,High,Gen Z
1993,7.5,2.1,9.9,4.1,0.4,3.04,Moderate,Gen Z
1994,7.1,1.4,9.0,3.1,3.4,2.85,Moderate,Gen Z
1995,7.9,3.4,9.0,0.5,3.2,3.08,Moderate,Gen Z
1996,6.5,0.2,7.4,2.1,7.8,3.32,Moderate,Gen Z
1997,6.3,2.8,8.8,1.5,4.6,2.65,Moderate,Gen Z
1998,6.2,0.0,6.2,0.8,10.8,3.14,Moderate,Gen Z
1999,8.1,0.7,7.6,3.5,4.1,3.04,High,Gen Z
2000,9.0,1.7,7.3,3.1,2.9,3.58,High,Gen Z
2001,1.9,1.8,8.9,1.3,1.4,3.51,Moderate,Gen Z
2002,5.0,2.4,6.3,5.1,3.9,2.17,High,Gen Z
2003,4.2,0.9,7.9,0.0,4.6,2.71,Moderate,Gen Z
2004,3.4,0.2,6.9,1.8,0.7,3.38,Moderate,Gen Z
2005,1.6,2.8,7.1,5.3,3.8,3.21,High,Gen Z
2006,6.1,0.9,5.3,2.5,1.9,3.13,Low,Gen Z
2007,3.9,2.1,6.8,4.9,4.6,2.91,High,Gen Z
2008,5.4,1.5,6.8,2.4,3.1,2.61,Low,Gen Z
2009,6.0,1.8,6.6,3.7,4.6,3.32,High,Gen Z
2010,5.4,2.6,7.3,1.8,2.0,2.87,High,Gen Z
2011,4.7,0.0,7.4,0.0,3.6,3.23,High,Gen Z
2012,5.9,1.9,7.1,2.4,5.6,2.77,High,Gen Z
2013,5.7,3.8,5.9,0.8,3.0,3.11,Moderate,Gen Z
2014,5.8,3.7,7.6,2.8,4.2,3.04,Moderate,Gen Z
2015,2.7,1.5,8.6,0.0,3.3,2.82,High,Gen Z
2016,4.5,1.0,8.6,1.4,6.3,2.96,Moderate,Gen Z
2017,4.1,1.2,7.6,1.3,5.8,2.77,Moderate,Gen Z
2018,9.1,2.2,10.0,1.0,2.4,2.66,Low,Gen Z
2019,4.1,0.7,7.6,2.0,2.6,2.95,Moderate,Gen Z
2020,6.8,1.8,8.3,2.1,4.0,3.18,Moderate,Gen Z
2021,2.6,2.8,7.7,2.9,2.6,3.17,Moderate,Gen Z
2022,4.4,2.9,7.7,4.2,4.7,3.12,High,Gen Z
2023,3.0,0.1,8.2,3.2,3.2,2.91,High,Gen Z
2024,5.3,1.9,5.9,4.0,6.2,2.51,Moderate,Gen Z
2025,7.5,0.0,6.8,1.5,5.2,2.94,Moderate,Gen Z
2026,3.8,0.3,5.6,2.9,4.7,3.59,High,Gen Z
2027,6.1,3.3,5.9,0.0,2.7,2.71,Low,Gen Z
2028,6.1,1.6,5.8,5.9,4.5,2.73,Low,Gen Z
2029,5.9,1.8,6.5,3.2,3.1,3.51,Moderate,Gen Z
2030,4.7,1.8,6.4,4.1,2.8,2.7,Moderate,Gen Z
2031,4.8,3.0,7.7,4.9,4.5,2.75,Moderate,Gen Z
2032,5.2,2.2,5.8,1.8,3.9,3.18,Low,Gen Z
2033,5.3,1.3,7.1,2.6,2.8,2.64,High,Gen Z
2034,5.2,3.2,8.5,6.4,1.9,3.02,Low,Gen Z
2035,6.1,3.8,6.0,5.3,5.5,2.98,Moderate,Gen Z
2036,4.8,2.7,6.6,1.3,4.7,3.46,Moderate,Gen Z
2037,5.8,0.3,6.2,3.2,3.9,3.16,Moderate,Gen Z
2038,5.4,1.9,7.5,2.8,3.4,2.28,Low,Gen Z
2039,3.4,3.0,8.0,5.2,2.6,3.21,Moderate,Gen Z
2040,3.7,0.7,4.7,4.0,3.5,3.27,Moderate,Gen Z
2041,5.8,1.2,7.4,3.8,7.1,2.77,High,Gen Z
2042,5.7,3.1,7.1,2.6,4.0,2.74,Moderate,Gen Z
2043,6.5,3.5,7.9,4.1,4.6,2.97,Moderate,Gen Z
2044,1.9,2.7,6.3,4.0,3.3,2.87,Low,Gen Z
2045,5.9,0.0,6.5,6.1,3.3,3.01,High,Gen Z
2046,1.6,1.1,5.0,6.4,4.6,3.01,Low,Gen Z
2047,4.9,2.9,7.6,1.7,5.3,3.03,High,Gen Z
2048,1.5,3.5,7.9,2.4,3.7,2.79,High,Gen Z
2049,6.9,1.0,5.9,2.5,3.8,3.46,High,Gen Z
2050,3.8,1.6,6.8,1.6,7.6,2.7,High,Gen Z
2051,8.0,0.4,6.5,5.2,0.7,3.13,High,Gen Z
2052,5.3,2.9,6.7,4.0,4.2,2.45,Low,Gen Z
2053,6.2,0.0,8.0,3.1,5.7,3.3,Moderate,Gen Z
2054,5.8,1.5,6.3,2.8,4.4,2.32,High,Gen Z
2055,7.5,1.4,6.2,1.9,2.6,3.02,Moderate,Gen Z
2056,5.0,2.1,6.9,1.0,1.4,2.77,High,Gen Z
2057,3.4,4.2,7.2,1.1,4.4,2.41,High,Gen Z
2058,3.3,1.6,8.7,1.9,4.6,2.55,High,Gen Z
2059,3.7,1.5,8.8,0.6,1.1,3.38,Moderate,Gen Z
2060,5.1,2.4,8.6,7.2,4.4,2.46,Moderate,Gen Z
2061,5.5,0.4,7.9,4.8,5.5,3.42,Moderate,Gen Z
2062,4.6,0.4,5.3,3.0,7.1,2.71,Low,Gen Z
2063,5.2,2.7,6.2,1.9,4.4,2.36,High,Gen Z
2064,7.2,1.3,6.9,3.2,1.7,2.97,High,Gen Z
2065,2.5,1.9,5.7,0.5,4.3,2.64,High,Gen Z
2066,4.2,2.1,6.5,4.4,7.1,3.43,Moderate,Gen Z
2067,6.4,1.1,6.0,3.7,5.5,3.23,High,Gen Z
2068,3.5,2.7,6.5,5.6,3.0,2.94,Moderate,Gen Z
2069,6.5,0.0,5.9,1.8,3.5,2.94,Moderate,Gen Z
2070,4.4,1.6,6.9,3.3,4.9,3.18,Low,Gen Z
2071,4.2,1.7,6.9,2.2,7.3,3.34,Low,Gen Z
2072,4.7,1.9,7.0,3.3,7.8,2.7,Low,Gen Z
2073,5.2,1.4,8.2,3.3,7.0,2.91,Moderate,Gen Z
2074,4.5,1.2,8.3,7.2,2.0,2.81,High,Gen Z
2075,7.1,1.4,7.6,1.6,1.8,3.03,High,Gen Z
2076,4.5,1.3,6.8,5.5,2.3,3.11,Moderate,Gen Z
2077,6.7,1.6,7.6,4.2,3.4,3.43,High,Gen Z
2078,6.5,1.9,6.4,3.2,5.2,3.05,High,Gen Z
2079,4.7,1.8,6.4,2.5,4.4,2.67,Low,Gen Z
2080,7.0,0.2,6.5,2.7,2.6,2.51,Moderate,Gen Z
2081,7.6,1.6,6.5,2.7,3.0,3.5,Low,Gen Z
2082,5.9,1.0,8.5,4.3,3.5,3.11,Moderate,Gen Z
2083,6.2,2.5,7.0,4.5,5.3,2.94,High,Gen Z
2084,2.6,3.7,6.7,6.9,6.0,3.37,High,Gen Z
2085,5.9,1.9,7.5,4.6,2.1,2.71,High,Gen Z
2086,6.6,1.0,7.2,1.4,3.8,3.73,Moderate,Gen Z
2087,7.6,0.8,6.3,4.5,3.9,2.5,High,Gen Z
2088,4.4,2.7,7.9,1.9,2.9,3.04,High,Gen Z
2089,5.3,1.3,6.7,4.8,3.7,2.52,High,Gen Z
2090,6.7,3.3,6.7,1.2,4.5,2.65,Moderate,Gen Z
2091,4.1,0.0,9.3,4.0,2.2,2.81,High,Gen Z
2092,5.9,3.0,6.7,2.3,2.9,3.22,Moderate,Gen Z
2093,1.0,2.5,6.7,0.5,0.3,3.23,Moderate,Gen Z
2094,5.9,3.2,7.8,2.8,2.9,2.95,Moderate,Gen Z
2095,2.7,1.3,7.2,0.7,2.9,3.24,Moderate,Gen Z
2096,2.7,2.2,6.0,4.0,4.1,3.09,Moderate,Gen Z
2097,4.6,1.4,6.4,5.4,5.9,2.93,High,Gen Z
2098,4.3,0.7,6.7,4.1,3.8,3.19,Low,Gen Z
2099,5.0,1.3,7.5,5.0,2.0,3.17,High,Gen Z
2100,1.5,1.2,7.4,3.8,3.7,2.84,Moderate,Gen Z
2101,3.5,0.0,7.1,2.6,5.6,3.35,High,Gen Z
2102,7.6,0.5,5.1,1.4,4.7,3.2,High,Gen Z
2103,5.0,0.8,7.3,3.0,4.6,3.09,Low,Gen Z
2104,3.5,0.0,7.5,3.1,1.4,2.71,Moderate,Gen Z
2105,6.0,2.5,6.6,2.8,5.4,2.6,High,Gen Z
2106,4.7,0.0,8.3,2.8,4.3,3.14,Moderate,Gen Z
2107,6.1,2.0,7.8,1.8,4.0,3.58,High,Gen Z
2108,4.5,0.0,6.8,3.3,5.6,2.96,High,Gen Z
2109,7.7,2.5,6.6,1.0,0.6,3.5,High,Gen Z
2110,5.3,2.8,7.5,2.5,4.8,3.35,Moderate,Gen Z
2111,5.5,2.1,5.0,4.9,6.9,2.88,Moderate,Gen Z
2112,2.5,2.4,6.9,2.5,4.2,3.17,Moderate,Gen Z
2113,3.7,0.1,7.2,0.8,6.1,3.1,Moderate,Gen Z
2114,6.5,2.2,6.3,3.0,2.0,3.56,High,Gen Z
2115,3.8,3.3,6.4,2.5,2.5,3.1,Moderate,Gen Z
2116,6.3,0.0,5.4,4.8,1.7,3.06,Moderate,Gen Z
2117,2.6,3.6,8.6,2.5,5.9,2.85,Moderate,Gen Z
2118,4.8,1.6,8.1,7.1,4.3,2.83,Moderate,Gen Z
2119,6.2,0.6,8.1,2.8,4.5,3.34,Low,Gen Z
2120,5.1,1.9,6.2,2.4,3.1,2.89,Moderate,Gen Z
2121,4.5,0.7,5.1,3.8,4.3,3.03,Low,Gen Z
2122,6.2,3.0,7.5,2.6,0.8,3.13,High,Gen Z
2123,7.5,2.5,6.7,2.4,4.6,2.52,Moderate,Gen Z
2124,5.7,1.1,6.2,4.8,4.2,2.82,Moderate,Gen Z
2125,7.2,0.7,6.6,2.9,4.2,2.77,High,Gen Z
2126,6.4,0.1,7.6,2.3,4.8,2.48,High,Gen Z
2127,4.2,1.4,6.7,5.4,6.6,3.55,Moderate,Gen Z
2128,5.4,1.8,7.1,4.2,1.7,3.37,High,Gen Z
2129,7.1,1.6,4.8,5.4,6.1,3.39,High,Gen Z
2130,3.3,1.1,7.0,4.6,3.2,3.21,Moderate,Gen Z
2131,3.4,0.6,8.7,1.2,3.6,3.49,High,Gen Z
2132,4.2,0.8,6.0,2.8,1.1,3.33,Low,Gen Z
2133,1.7,2.4,8.0,1.4,3.3,3.31,High,Gen Z
2134,4.8,0.3,6.6,3.3,4.6,3.35,Moderate,Gen Z
2135,6.1,1.5,7.4,3.7,3.8,3.09,Moderate,Gen Z
2136,5.1,1.7,8.1,2.5,1.9,2.82,High,Gen Z
2137,2.7,0.4,6.6,1.7,4.2,2.85,Moderate,Gen Z
2138,1.8,1.6,8.6,3.3,4.9,3.67,Low,Gen Z
2139,5.3,1.3,7.6,4.5,3.6,2.84,Moderate,Gen Z
2140,6.0,3.2,7.3,0.4,3.3,2.92,Moderate,Gen Z
2141,6.6,3.3,4.4,0.9,5.0,3.66,Moderate,Gen Z
2142,4.6,1.9,7.2,1.6,3.5,3.13,Moderate,Gen Z
2143,2.5,2.6,5.9,1.4,5.4,2.77,Moderate,Gen Z
2144,5.3,1.6,6.2,4.1,5.5,3.46,Low,Gen Z
2145,3.7,2.4,8.7,0.9,3.3,2.66,Low,Gen Z
2146,2.5,1.6,6.2,1.6,4.5,3.08,Moderate,Gen Z
2147,6.6,5.1,5.4,5.3,5.6,2.81,Moderate,Gen Z
2148,2.5,3.8,6.1,2.2,2.7,2.52,High,Gen Z
2149,6.3,1.7,6.6,1.5,3.9,3.17,Moderate,Gen Z
2150,3.5,0.9,6.0,2.2,3.5,3.26,Low,Gen Z
2151,5.5,2.8,5.6,3.0,6.6,2.6,High,Gen Z
2152,5.9,1.1,8.3,1.8,4.0,3.35,Low,Gen Z
2153,5.9,1.8,7.9,4.5,3.1,2.76,Low,Gen Z
2154,4.2,1.8,6.5,3.1,3.8,2.7,Moderate,Gen Z
2155,6.0,1.0,6.5,2.7,4.0,2.59,Moderate,Gen Z
2156,2.5,0.0,6.9,4.3,4.0,3.12,High,Gen Z
2157,2.1,1.9,6.9,2.5,0.7,3.55,High,Gen Z
2158,3.5,0.0,5.4,1.1,2.2,3.22,Low,Gen Z
2159,5.8,2.5,5.4,2.3,2.7,3.07,High,Gen Z
2160,5.5,2.1,7.2,3.6,2.6,2.84,High,Gen Z
2161,5.4,1.1,8.5,2.8,2.2,3.17,Moderate,Gen Z
2162,5.5,1.6,5.9,3.4,4.7,2.93,High,Gen Z
2163,3.6,2.2,8.2,4.3,2.9,3.42,High,Gen Z
2164,5.8,1.5,5.2,3.1,1.8,3.17,High,Gen Z
2165,3.5,1.9,7.7,3.8,1.9,2.68,Moderate,Gen Z
2166,3.1,0.0,6.7,1.6,4.8,3.17,High,Gen Z
2167,5.3,1.4,7.3,2.8,2.9,2.95,Low,Gen Z
2168,3.8,1.0,7.6,2.1,3.3,3.6,Moderate,Gen Z
2169,2.9,0.7,7.2,3.3,7.3,2.31,High,Gen Z
2170,4.7,1.6,8.2,0.8,5.0,3.24,Moderate,Gen Z
2171,5.7,2.7,7.2,0.0,4.4,2.79,High,Gen Z
2172,4.5,1.3,7.9,4.5,4.5,3.05,High,Gen Z
2173,3.6,0.8,7.9,3.7,4.8,2.99,High,Gen Z
2174,4.9,1.5,6.9,2.8,1.3,2.89,Moderate,Gen Z
2175,6.8,1.9,8.2,1.4,2.5,3.71,High,Gen Z
2176,3.7,2.5,7.0,1.7,3.4,3.4,High,Gen Z
2177,5.5,2.9,4.4,2.5,3.2,3.1,Low,Gen Z
2178,3.9,0.7,6.0,3.9,3.7,2.86,High,Gen Z
2179,4.5,2.3,5.5,3.3,2.9,3.18,High,Gen Z
2180,5.9,2.7,7.9,2.2,4.2,2.75,Moderate,Gen Z
2181,4.5,1.3,5.2,4.2,5.2,3.19,High,Gen Z
2182,5.5,0.8,6.5,1.6,5.0,2.7,High,Gen Z
2183,4.9,0.0,5.8,1.4,4.6,2.76,Low,Gen Z
2184,5.0,1.0,7.5,5.6,3.9,2.84,High,Gen Z
2185,5.8,2.1,7.2,3.4,4.4,2.6,High,Gen Z
2186,7.1,1.6,7.4,4.3,4.3,3.32,High,Gen Z
2187,3.0,1.2,7.2,3.7,5.8,3.0,Moderate,Gen Z
2188,3.7,2.8,5.8,3.3,7.2,2.9,Low,Gen Z
2189,5.4,0.0,6.4,0.4,4.7,3.4,Moderate,Gen Z
2190,9.3,1.6,6.9,3.4,3.9,3.42,High,Gen Z
2191,5.9,2.3,7.2,0.9,3.0,2.88,High,Gen Z
2192,7.5,0.2,6.3,1.7,1.7,3.29,Moderate,Gen Z
2193,3.0,1.4,7.5,2.9,4.1,3.43,Moderate,Gen Z
2194,4.7,1.6,7.3,3.1,7.5,3.05,Moderate,Gen Z
2195,7.6,1.5,8.1,3.1,4.2,2.89,High,Gen Z
2196,7.3,2.8,7.6,4.1,6.2,3.17,Moderate,Gen Z
2197,5.1,2.3,8.0,2.7,6.0,3.37,High,Gen Z
2198,5.3,3.1,7.4,2.7,2.4,2.88,High,Gen Z
2199,5.4,0.0,5.7,3.4,5.7,3.55,High,Gen Z
2200,6.5,1.5,7.2,2.5,5.0,2.5,Moderate,Gen Z
2201,6.0,4.9,6.7,3.4,5.2,3.14,Low,Gen Z
2202,5.4,0.8,6.3,0.2,4.5,3.04,Low,Gen Z
2203,6.5,2.6,6.4,1.2,5.1,2.9,High,Gen Z
2204,9.5,2.2,7.3,3.7,2.8,2.76,Moderate,Gen Z
2205,3.7,2.3,6.7,1.2,2.1,3.61,High,Gen Z
2206,4.3,2.5,7.6,3.7,1.6,2.87,High,Gen Z
2207,4.3,2.7,8.8,4.1,6.3,3.47,Moderate,Gen Z
2208,5.0,2.7,7.5,3.5,4.4,2.88,Moderate,Gen Z
2209,4.3,2.1,7.9,4.1,2.8,3.43,High,Gen Z
2210,1.9,1.5,7.0,2.7,5.3,3.15,Moderate,Gen Z
2211,5.7,0.4,5.8,2.6,4.0,3.22,Moderate,Gen Z
2212,4.1,1.9,6.6,5.4,3.9,2.96,High,Gen Z
2213,2.5,2.0,6.1,0.6,6.4,3.21,Moderate,Gen Z
2214,3.2,2.9,7.8,5.1,4.9,3.05,High,Gen Z
2215,3.3,1.9,8.0,3.7,4.9,3.12,Low,Gen Z
2216,3.1,0.0,5.3,2.7,4.7,3.57,Moderate,Gen Z
2217,4.4,0.6,7.6,3.7,5.1,3.57,Moderate,Gen Z
2218,6.6,3.0,6.5,4.7,6.1,2.96,Moderate,Gen Z
2219,5.5,2.7,7.1,4.6,4.7,2.89,Moderate,Gen Z
2220,4.4,0.0,5.3,4.5,2.8,2.84,High,Gen Z
2221,7.1,3.4,8.2,2.6,3.4,3.15,Moderate,Gen Z
2222,4.2,2.6,8.7,2.3,0.6,2.71,Low,Gen Z
2223,4.3,5.5,6.6,2.6,3.8,2.59,Moderate,Gen Z
2224,3.8,2.4,7.4,3.7,4.9,3.05,High,Gen Z
2225,4.7,1.4,7.5,5.5,3.4,3.03,Moderate,Gen Z
2226,5.8,1.8,7.1,1.8,4.7,3.09,Moderate,Gen Z
2227,2.9,1.1,8.6,3.3,2.3,3.73,Moderate,Gen Z
2228,3.9,2.0,5.8,1.7,4.2,3.14,Moderate,Gen Z
2229,8.1,0.5,6.7,3.9,2.5,2.91,Moderate,Gen Z
2230,3.5,0.9,6.7,3.8,5.0,3.42,High,Gen Z
2231,5.4,0.8,7.5,4.4,2.7,3.18,Moderate,Gen Z
2232,4.7,0.0,8.5,3.3,3.3,3.13,Low,Gen Z
2233,5.0,0.3,9.2,1.5,5.4,3.24,Moderate,Gen Z
2234,4.7,3.6,6.2,3.6,2.4,3.31,High,Gen Z
2235,4.0,1.9,7.1,5.3,4.1,3.36,Low,Gen Z
2236,5.3,0.1,6.7,3.9,3.3,3.15,Moderate,Gen Z
2237,5.2,1.8,6.8,1.2,5.3,2.9,High,Gen Z
2238,6.3,2.8,6.1,3.3,4.7,2.74,Moderate,Gen Z
2239,8.4,2.6,7.5,2.4,3.9,3.04,Moderate,Gen Z
2240,4.6,3.1,7.8,5.4,4.2,2.61,Moderate,Gen Z
2241,7.2,0.0,7.2,0.7,3.8,2.3,Moderate,Gen Z
2242,7.3,2.0,7.8,2.4,3.1,2.54,High,Gen Z
2243,5.3,3.3,7.7,1.5,5.9,2.81,Moderate,Gen Z
2244,3.4,0.3,7.5,2.7,4.8,2.95,High,Gen Z
2245,5.2,1.3,5.8,1.0,0.3,2.91,High,Gen Z
2246,2.9,2.0,7.6,3.6,4.9,2.96,High,Gen Z
2247,4.8,0.4,6.7,1.8,2.0,3.37,High,Gen Z
2248,3.8,2.5,7.5,1.0,4.1,3.0,Moderate,Gen Z
2249,6.1,1.0,6.7,1.9,3.3,3.27,Moderate,Gen Z
2250,5.2,1.5,6.3,0.7,5.7,2.75,High,Gen Z
2251,2.2,1.9,7.2,5.0,2.0,3.32,Low,Gen Z
2252,5.6,2.8,7.4,2.0,6.7,2.54,Low,Gen Z
2253,6.3,2.8,7.1,0.6,4.4,3.6,Moderate,Gen Z
2254,2.1,3.6,7.4,2.7,3.8,3.14,High,Gen Z
2255,6.2,1.1,6.6,3.5,2.5,3.01,Moderate,Gen Z
2256,1.9,1.9,5.4,2.1,2.5,2.87,High,Gen Z
2257,4.1,2.4,7.9,3.8,1.9,2.79,Moderate,Gen Z
2258,4.9,1.3,6.2,2.7,3.9,3.4,Low,Gen Z
2259,5.3,0.9,6.0,3.9,3.4,2.13,Moderate,Gen Z
2260,4.8,1.6,6.8,1.9,1.1,3.02,High,Gen Z
2261,6.8,0.0,7.3,4.7,3.6,3.11,High,Gen Z
