Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Generation
20302,6.2,1.7,7.1,2.5,4.9,2.95,Moderate,Millennials
20303,5.4,3.0,8.1,2.5,4.2,3.27,Low,Millennials
20304,4.8,1.2,8.7,0.0,0.4,2.8,Low,Millennials
20305,4.2,2.4,7.3,2.5,5.0,2.58,Moderate,Millennials
20306,5.9,3.5,6.5,1.6,4.0,2.68,Moderate,Millennials
20307,8.3,1.9,8.0,1.6,3.3,2.78,Low,Millennials
20308,6.1,2.4,8.1,4.2,6.1,2.61,Low,Millennials
20309,4.8,2.6,6.8,2.6,1.9,2.75,Moderate,Millennials
20310,5.2,2.2,7.3,2.9,3.0,2.67,Moderate,Millennials
20311,5.1,1.9,7.0,2.7,4.2,3.3,Low,Millennials
20312,4.4,3.0,8.4,3.6,4.9,2.69,Moderate,Millennials
20313,6.0,2.2,6.3,0.9,2.2,3.07,High,Millennials
20314,6.9,4.3,6.9,1.9,5.6,3.07,Moderate,Millennials
20315,6.2,0.0,7.4,2.9,6.5,2.94,High,Millennials
20316,6.6,3.6,6.6,2.8,4.1,2.75,Moderate,Millennials
20317,6.5,1.9,8.0,2.6,3.3,3.0,Moderate,Millennials
20318,6.5,4.4,7.6,1.1,4.1,2.75,Low,Millennials
20319,5.8,3.8,7.8,2.4,5.0,3.5,Moderate,Millennials
20320,10.0,2.5,6.7,2.0,3.8,3.17,Low,Millennials
20321,5.4,2.8,7.5,3.7,3.3,3.47,Moderate,Millennials
20322,6.9,3.8,8.6,0.0,3.4,2.91,Moderate,Millennials
20323,6.4,1.3,7.9,0.6,5.1,2.71,Moderate,Millennials
20324,5.1,2.1,7.7,2.7,3.4,2.69,Moderate,Millennials
20325,5.1,0.0,9.0,0.5,4.1,3.08,Moderate,Millennials
20326,4.8,1.8,6.7,1.4,4.3,2.86,Moderate,Millennials
20327,7.3,1.6,8.2,3.4,3.7,3.17,Low,Millennials
20328,6.7,2.7,8.3,1.3,7.6,3.18,Low,Millennials
20329,5.1,1.9,8.4,1.8,2.7,2.21,Low,Millennials
20330,6.4,3.5,8.0,3.1,3.6,2.63,High,Millennials
20331,7.7,1.9,8.4,4.2,2.9,3.07,Moderate,Millennials
20332,5.0,3.7,7.3,3.3,1.9,3.34,Moderate,Millennials
20333,3.5,1.6,8.4,3.3,4.6,3.06,High,Millennials
20334,5.7,1.7,8.9,3.5,4.3,2.91,Moderate,Millennials
20335,3.6,2.0,7.2,2.4,1.7,2.99,Low,Millennials
20336,5.4,1.2,8.2,2.0,3.8,3.01,Moderate,Millennials
20337,5.1,1.4,5.8,3.9,2.6,3.24,Moderate,Millennials
20338,5.6,2.5,8.8,3.7,1.1,3.04,Moderate,Millennials
20339,5.4,2.8,6.9,2.5,3.5,2.7,Low,Millennials
20340,5.5,0.1,9.4,2.6,4.1,3.09,Moderate,Millennials
20341,8.7,0.7,7.4,0.0,3.2,2.99,Low,Millennials
20342,5.6,3.4,7.8,1.6,6.5,3.44,Low,Millennials
20343,4.7,1.6,7.8,1.9,5.2,2.67,High,Millennials
20344,4.8,2.7,8.1,3.1,3.3,3.37,Moderate,Millennials
20345,5.1,3.1,7.8,2.7,3.2,3.12,Low,Millennials
20346,3.2,3.8,6.2,0.7,5.3,2.77,Moderate,Millennials
20347,2.7,1.4,6.3,1.3,3.7,3.68,Low,Millennials
20348,5.2,0.4,8.7,0.7,3.7,3.22,Low,Millennials
20349,6.8,1.1,7.7,2.9,2.4,2.91,Moderate,Millennials
20350,7.3,1.6,7.7,1.6,5.9,3.35,Moderate,Millennials
20351,4.9,2.4,8.6,2.6,4.7,3.32,Low,Millennials
20352,6.1,2.7,7.4,2.2,4.8,3.31,Low,Millennials
20353,6.0,3.3,8.7,1.4,5.1,2.89,High,Millennials
20354,6.0,3.1,9.9,1.9,5.6,2.83,Moderate,Millennials
20355,7.6,2.3,8.2,2.6,7.6,3.19,Moderate,Millennials
20356,3.6,0.2,8.7,1.7,7.3,2.96,Moderate,Millennials
20357,3.9,1.8,7.1,1.9,2.5,3.29,Low,Millennials
20358,9.2,2.1,7.2,2.6,3.8,3.32,Low,Millennials
20359,5.0,2.0,5.7,4.1,4.2,2.93,Moderate,Millennials
20360,5.4,3.1,7.5,3.8,4.7,2.39,Moderate,Millennials
20361,5.9,2.2,7.2,1.1,5.2,2.78,Moderate,Millennials
20362,6.0,1.8,7.0,1.0,7.1,3.25,Moderate,Millennials
20363,4.9,4.0,7.4,1.5,5.7,3.55,Moderate,Millennials
20364,5.0,0.1,8.0,0.5,5.6,3.46,Moderate,Millennials
20365,7.7,3.1,8.7,2.1,4.6,2.8,Moderate,Millennials
20366,4.2,2.2,6.7,3.1,5.3,2.85,Moderate,Millennials
20367,7.2,4.6,8.8,0.7,3.0,2.72,Low,Millennials
20368,6.8,2.7,6.9,4.4,4.0,4.0,Low,Millennials
20369,6.3,1.0,9.9,2.2,5.1,2.51,Moderate,Millennials
20370,4.4,2.9,8.0,2.8,4.1,2.73,Low,Millennials
20371,5.9,3.1,7.5,2.1,3.1,3.18,Low,Millennials
20372,4.3,3.7,5.9,2.0,1.4,2.95,High,Millennials
20373,6.6,1.9,8.5,2.0,3.5,2.75,Moderate,Millennials
20374,4.6,0.2,7.3,2.4,4.4,3.14,Moderate,Millennials
20375,7.0,3.7,6.7,2.0,5.6,3.3,Low,Millennials
20376,7.3,1.4,8.3,3.0,2.6,3.04,High,Millennials
20377,8.1,4.3,6.4,1.9,4.6,2.95,Moderate,Millennials
20378,7.1,3.4,7.4,3.2,3.0,3.46,High,Millennials
20379,5.9,1.6,9.0,2.6,4.2,3.12,Low,Millennials
20380,3.4,0.7,7.5,2.5,4.2,2.63,Moderate,Millennials
20381,4.6,3.3,8.1,2.1,4.6,3.14,Moderate,Millennials
20382,9.1,3.0,8.4,1.0,6.0,3.15,Moderate,Millennials
20383,6.0,2.0,7.6,0.9,5.2,3.24,High,Millennials
20384,7.7,2.9,8.9,1.5,4.9,2.77,High,Millennials
20385,6.5,3.3,8.0,3.2,3.5,3.07,Moderate,Millennials
20386,6.3,1.9,7.0,2.0,4.3,2.92,Moderate,Millennials
20387,6.1,1.8,8.2,1.4,5.7,3.0,Moderate,Millennials
20388,2.2,2.8,6.6,1.2,3.6,2.86,Low,Millennials
20389,5.9,3.0,8.1,2.2,4.3,3.32,Low,Millennials
20390,4.1,1.2,7.4,1.8,3.4,2.86,Low,Millennials
20391,6.7,2.9,9.4,3.7,4.3,2.61,Moderate,Millennials
20392,4.1,5.5,6.5,3.0,2.2,3.04,High,Millennials
20393,4.5,1.4,7.4,1.8,1.7,3.39,Moderate,Millennials
20394,8.1,2.0,7.1,0.0,5.0,2.42,Low,Millennials
20395,2.1,2.9,6.0,1.3,5.2,3.07,Low,Millennials
20396,6.8,2.6,7.3,1.6,7.6,2.94,Low,Millennials
20397,5.4,2.0,7.0,2.7,6.1,3.0,Low,Millennials
20398,4.6,2.0,8.8,2.2,3.5,3.25,High,Millennials
20399,5.2,1.9,7.0,3.5,6.7,3.42,Moderate,Millennials
20400,4.7,1.6,8.0,0.2,6.3,2.96,High,Millennials
20401,6.3,1.9,7.9,2.5,3.5,2.81,Moderate,Millennials
20402,8.5,1.8,7.1,2.2,5.9,3.27,Low,Millennials
20403,6.8,3.7,8.0,3.0,5.7,3.07,High,Millennials
20404,6.0,0.6,7.5,1.8,4.2,2.6,High,Millennials
20405,5.9,1.4,7.1,1.9,5.2,3.16,Moderate,Millennials
20406,4.4,2.0,8.6,2.9,4.6,3.18,Moderate,Millennials
20407,8.0,3.8,9.1,2.7,5.5,3.15,Moderate,Millennials
20408,6.2,1.0,8.2,2.3,3.5,2.7,Low,Millennials
20409,5.5,1.8,8.7,1.6,3.6,3.12,Low,Millennials
20410,6.5,3.1,5.3,2.5,5.8,2.34,Low,Millennials
20411,5.4,2.1,6.9,5.8,3.7,3.1,Low,Millennials
20412,7.9,1.1,7.4,3.2,5.1,3.25,High,Millennials
20413,6.1,2.5,7.8,3.1,4.1,2.85,Moderate,Millennials
20414,7.2,3.8,6.6,2.3,4.8,2.9,Moderate,Millennials
20415,6.4,3.2,7.8,0.0,6.6,2.76,Low,Millennials
20416,5.4,2.3,8.1,3.2,3.9,3.4,Low,Millennials
20417,5.1,1.8,8.8,2.9,6.0,3.26,High,Millennials
20418,2.9,4.2,9.8,0.7,5.9,2.88,High,Millennials
20419,4.6,4.2,7.6,1.4,2.7,2.42,Low,Millennials
20420,7.7,1.9,8.5,2.8,2.6,2.98,Low,Millennials
20421,6.6,0.1,7.5,2.1,4.3,2.5,Low,Millennials
20422,8.1,4.0,9.1,1.5,5.7,3.05,Low,Millennials
20423,3.6,0.0,8.3,1.7,3.4,3.0,Moderate,Millennials
20424,4.6,1.8,6.7,2.3,6.7,3.19,Moderate,Millennials
20425,5.8,1.1,5.9,2.9,3.6,3.49,Moderate,Millennials
20426,6.1,1.7,7.1,1.9,3.3,2.84,Moderate,Millennials
20427,6.2,5.3,8.3,3.2,3.5,3.19,Low,Millennials
20428,7.1,2.1,7.4,0.8,4.5,3.1,Moderate,Millennials
20429,4.9,1.7,7.8,3.2,5.6,3.34,Moderate,Millennials
20430,2.3,1.0,8.0,0.2,4.3,3.17,Moderate,Millennials
20431,6.1,4.0,8.5,1.0,4.8,2.75,Moderate,Millennials
20432,8.4,2.5,8.2,2.5,5.1,3.3,Low,Millennials
20433,6.1,3.0,7.6,3.3,4.8,2.82,High,Millennials
20434,5.5,1.3,8.5,3.0,6.9,2.96,High,Millennials
20435,6.2,1.2,9.9,3.2,3.5,2.94,Moderate,Millennials
20436,4.2,2.8,8.3,3.6,5.8,2.86,Low,Millennials
20437,5.8,2.7,8.8,1.9,5.4,3.71,Low,Millennials
20438,4.3,1.1,8.3,4.1,6.0,3.02,Low,Millennials
20439,6.4,3.8,7.0,2.0,3.8,3.22,Moderate,Millennials
20440,6.3,2.0,10.0,2.3,6.6,3.35,Moderate,Millennials
20441,5.2,2.2,6.3,1.9,5.2,3.55,Low,Millennials
20442,4.4,2.3,7.0,2.9,4.8,2.97,Low,Millennials
20443,4.6,4.2,7.3,2.8,4.1,3.22,Low,Millennials
20444,7.9,0.8,7.7,1.9,4.9,3.16,Moderate,Millennials
20445,7.3,2.0,7.5,0.4,3.4,2.96,Moderate,Millennials
20446,6.9,1.5,8.1,3.1,1.3,3.11,Low,Millennials
20447,5.9,3.0,8.7,2.4,4.7,2.73,Moderate,Millennials
20448,6.4,2.7,8.2,2.4,4.3,3.85,High,Millennials
20449,3.3,1.1,9.1,2.8,5.6,3.09,Low,Millennials
20450,5.2,3.5,7.3,1.4,2.5,2.75,Low,Millennials
20451,4.1,1.0,6.2,2.3,4.0,3.34,Moderate,Millennials
20452,5.5,3.9,9.5,3.5,3.6,2.96,Low,Millennials
20453,6.8,2.3,6.9,2.3,6.6,3.44,Moderate,Millennials
20454,7.4,0.6,7.5,1.9,4.0,2.5,High,Millennials
20455,5.9,3.7,6.7,0.0,4.6,3.06,Low,Millennials
20456,5.7,1.7,6.7,2.0,7.5,2.87,Low,Millennials
20457,6.0,2.7,7.5,2.2,3.5,3.45,Moderate,Millennials
20458,4.9,1.7,8.6,2.3,6.6,2.86,Low,Millennials
20459,5.8,2.5,7.2,1.1,4.4,3.15,Low,Millennials
20460,5.9,0.0,6.6,1.7,5.3,2.62,Moderate,Millennials
20461,5.2,1.3,7.0,3.6,5.0,3.4,Low,Millennials
20462,6.6,2.1,8.7,2.0,3.2,3.4,Moderate,Millennials
20463,6.2,1.3,6.2,1.8,3.3,2.65,Moderate,Millennials
20464,5.9,0.9,8.6,2.2,4.1,3.14,Low,Millennials
20465,6.0,0.3,8.2,3.5,4.8,3.18,Low,Millennials
20466,6.0,3.4,7.2,2.6,4.1,2.73,Moderate,Millennials
20467,7.2,3.2,9.7,1.7,7.3,2.7,Low,Millennials
20468,4.9,4.1,7.4,2.4,3.2,3.34,Moderate,Millennials
20469,3.8,4.0,7.4,3.0,2.3,3.12,Low,Millennials
20470,6.3,3.9,7.9,2.2,1.9,2.95,High,Millennials
20471,5.1,1.2,9.2,1.6,3.7,2.58,High,Millennials
20472,5.9,2.0,6.9,1.8,2.6,2.81,Moderate,Millennials
20473,6.3,2.4,7.6,1.8,6.1,3.23,Moderate,Millennials
20474,5.1,2.5,7.3,2.6,8.0,3.35,High,Millennials
20475,6.3,3.6,7.4,3.9,3.5,3.71,High,Millennials
20476,3.6,1.2,7.7,4.0,4.6,3.49,Low,Millennials
20477,8.8,2.0,7.8,2.5,3.2,2.91,Moderate,Millennials
20478,4.1,3.4,7.6,2.7,3.5,2.84,Low,Millennials
20479,6.6,3.4,7.4,1.7,5.1,2.94,Low,Millennials
20480,6.8,2.1,8.6,1.9,4.1,3.51,Low,Millennials
20481,5.1,3.2,7.7,2.1,5.0,3.23,Moderate,Millennials
20482,5.4,3.7,7.6,1.7,3.7,2.82,Moderate,Millennials
20483,5.9,1.3,7.8,4.1,3.2,3.03,Moderate,Millennials
20484,7.8,1.7,7.1,1.7,4.1,2.91,High,Millennials
20485,7.1,2.4,7.7,3.5,6.9,3.42,Moderate,Millennials
20486,7.1,1.8,7.5,1.4,4.7,3.19,Moderate,Millennials
20487,3.9,4.2,7.4,2.4,3.5,3.33,Moderate,Millennials
20488,4.2,1.8,6.8,1.7,4.6,3.04,Moderate,Millennials
20489,5.8,4.8,6.6,0.9,4.3,3.22,Low,Millennials
20490,7.8,2.0,5.4,3.1,5.3,2.84,Moderate,Millennials
20491,6.1,0.7,6.5,2.5,4.6,2.64,Low,Millennials
20492,5.4,2.6,9.0,2.3,5.3,2.67,Low,Millennials
20493,6.4,0.5,8.3,3.8,0.9,3.01,Low,Millennials
20494,4.5,0.4,6.6,2.5,2.5,3.35,Low,Millennials
20495,1.8,2.9,8.4,1.5,3.9,3.03,Moderate,Millennials
20496,6.0,4.2,6.8,1.8,4.4,2.8,Moderate,Millennials
20497,4.5,3.2,7.3,2.6,3.7,3.03,Moderate,Millennials
20498,4.5,1.2,8.0,2.6,2.0,2.54,Moderate,Millennials
20499,4.6,2.0,8.5,3.9,6.3,2.84,Moderate,Millennials
20500,5.8,2.9,7.9,2.1,5.5,2.68,Low,Millennials
20501,4.5,1.5,7.2,2.2,3.7,3.35,High,Millennials
20502,4.4,3.5,8.2,1.4,4.3,2.36,Moderate,Millennials
20503,4.7,2.1,7.4,4.1,4.4,3.12,Low,Millennials
20504,4.6,2.8,5.8,0.1,5.9,3.0,Low,Millennials
20505,2.6,1.5,6.7,1.8,4.5,2.95,High,Millennials
20506,5.2,1.4,8.1,2.7,6.1,2.68,Moderate,Millennials
20507,4.7,1.8,7.5,3.1,3.9,2.51,Moderate,Millennials
20508,6.7,1.3,7.7,1.5,4.1,2.84,Low,Millennials
20509,4.5,0.6,7.9,2.4,3.5,3.0,Moderate,Millennials
20510,3.0,0.6,7.5,1.6,4.5,3.45,Low,Millennials
20511,4.9,2.6,6.6,2.2,4.9,3.3,Low,Millennials
20512,8.5,0.1,7.1,1.2,3.1,3.29,Moderate,Millennials
20513,3.7,1.6,8.1,2.0,6.1,3.11,Low,Millennials
20514,4.5,2.9,8.6,3.1,3.4,3.35,Low,Millennials
20515,5.7,1.5,8.0,1.9,4.6,2.99,Low,Millennials
20516,7.2,2.2,7.2,2.0,3.2,3.16,Moderate,Millennials
20517,5.7,0.3,7.0,2.1,4.9,2.81,High,Millennials
20518,6.1,1.0,10.0,3.1,5.6,3.22,Low,Millennials
20519,5.7,2.6,7.9,0.8,5.7,3.41,Moderate,Millennials
20520,5.7,4.3,8.1,3.5,2.0,2.92,Moderate,Millennials
20521,5.3,2.2,7.4,1.9,4.1,3.09,Moderate,Millennials
20522,4.2,3.2,8.0,1.3,5.9,2.93,Low,Millennials
20523,4.3,2.1,6.3,2.2,5.2,2.93,Low,Millennials
20524,3.2,2.6,9.2,3.2,6.1,2.98,Moderate,Millennials
20525,3.6,2.6,7.5,3.2,3.8,2.9,Low,Millennials
20526,7.1,3.0,7.3,2.2,4.2,2.75,Low,Millennials
20527,5.8,0.3,7.0,1.8,4.6,3.27,Low,Millennials
20528,5.1,2.2,7.4,2.7,2.5,2.81,High,Millennials
20529,6.2,1.7,7.1,2.2,2.1,3.07,Moderate,Millennials
20530,3.6,1.1,7.7,2.3,6.7,3.17,Low,Millennials
20531,4.9,0.8,9.3,1.3,3.3,3.19,High,Millennials
20532,6.5,2.2,8.7,1.7,6.9,2.72,Moderate,Millennials
20533,7.2,3.2,7.0,1.9,3.1,3.25,Low,Millennials
20534,6.5,2.8,8.1,2.3,5.5,2.63,Low,Millennials
20535,7.3,3.0,7.9,0.6,4.5,2.71,Low,Millennials
20536,5.1,2.7,7.6,4.2,5.1,3.04,Low,Millennials
20537,6.4,2.2,7.2,2.0,5.7,2.71,High,Millennials
20538,6.0,2.2,6.9,1.3,3.9,2.93,Moderate,Millennials
20539,5.7,2.7,7.1,3.0,3.4,3.05,High,Millennials
20540,4.8,0.3,7.0,1.6,5.2,2.86,Moderate,Millennials
20541,6.2,1.4,8.7,1.8,4.6,3.04,Low,Millennials
20542,7.3,0.3,8.9,4.5,3.4,3.3,Low,Millennials
20543,5.1,3.6,9.3,2.4,5.7,3.08,Low,Millennials
20544,4.8,2.6,7.0,2.3,4.7,2.94,Low,Millennials
20545,8.0,3.0,8.6,0.1,5.9,2.87,Low,Millennials
20546,6.1,1.8,8.9,2.7,4.8,2.93,Moderate,Millennials
20547,6.8,0.8,6.7,2.3,2.7,3.22,Low,Millennials
20548,5.2,2.1,7.2,5.0,3.5,2.6,Moderate,Millennials
20549,5.4,2.7,7.4,3.5,2.8,3.42,High,Millennials
20550,5.1,2.8,6.9,2.6,6.3,3.39,Moderate,Millennials
20551,8.0,0.0,7.5,5.4,4.1,3.14,Moderate,Millennials
20552,6.5,3.3,8.2,3.5,4.3,2.9,Low,Millennials
20553,5.5,2.7,9.5,2.7,4.0,2.72,Low,Millennials
20554,7.4,3.0,8.1,1.9,4.2,3.21,Moderate,Millennials
20555,4.8,2.5,6.9,1.7,2.1,3.55,Moderate,Millennials
20556,5.4,0.8,6.9,1.9,4.3,2.56,Low,Millennials
20557,4.7,1.7,8.9,0.0,4.7,3.09,Moderate,Millennials
20558,6.9,0.0,8.9,1.5,3.5,2.67,High,Millennials
20559,6.2,2.3,8.1,3.2,4.1,3.47,Moderate,Millennials
20560,6.5,2.3,7.8,0.0,2.9,3.27,High,Millennials
20561,6.9,1.8,7.7,2.4,1.5,3.3,Low,Millennials
20562,5.5,3.3,6.1,1.8,4.8,3.45,Moderate,Millennials
20563,4.9,0.7,7.0,1.1,4.4,2.69,Low,Millennials
20564,5.3,2.3,6.4,1.6,3.5,3.16,Moderate,Millennials
20565,3.5,2.8,8.0,2.1,4.9,2.98,Moderate,Millennials
20566,6.9,1.2,7.4,1.8,4.6,2.19,High,Millennials
20567,4.9,3.6,8.6,2.0,5.8,3.3,High,Millennials
20568,6.1,1.4,6.9,2.3,4.3,3.04,Low,Millennials
20569,5.1,1.7,6.7,1.5,2.3,3.11,Moderate,Millennials
20570,7.2,2.1,7.0,2.1,5.9,3.03,Moderate,Millennials
20571,8.1,4.9,8.1,2.1,3.0,2.7,Low,Millennials
20572,4.1,2.7,7.3,1.0,5.0,2.73,Moderate,Millennials
20573,5.5,1.2,8.7,1.8,4.6,3.03,High,Millennials
20574,4.6,3.1,6.8,2.5,4.3,2.87,Low,Millennials
20575,5.6,3.1,7.0,2.6,6.8,2.94,Moderate,Millennials
20576,7.5,0.0,8.3,3.2,5.4,2.55,Low,Millennials
20577,5.6,0.5,7.0,1.6,6.2,3.17,Moderate,Millennials
20578,7.6,0.0,6.7,1.0,2.6,2.75,Moderate,Millennials
20579,8.0,1.6,7.8,1.4,3.0,2.91,Low,Millennials
20580,7.1,2.5,8.0,2.2,3.0,3.21,Low,Millennials
20581,5.8,2.2,8.8,0.2,5.0,3.02,Moderate,Millennials
20582,6.7,3.5,6.8,1.7,4.1,2.77,Moderate,Millennials
20583,4.9,2.9,8.3,0.0,2.9,3.63,Low,Millennials
20584,6.2,2.6,8.2,3.5,6.1,2.73,Moderate,Millennials
20585,6.2,4.2,8.0,1.4,6.0,3.33,Moderate,Millennials
20586,5.7,3.1,7.6,2.4,3.4,3.58,Low,Millennials
20587,6.3,1.5,5.7,2.4,1.7,3.03,Moderate,Millennials
20588,3.3,2.4,6.9,0.0,4.0,3.17,Moderate,Millennials
20589,4.5,0.9,7.8,2.7,4.8,2.38,Low,Millennials
20590,5.1,1.1,7.9,1.0,3.7,2.98,High,Millennials
20591,6.1,1.3,7.4,2.8,3.8,3.22,Low,Millennials
20592,5.7,1.9,8.1,2.9,2.5,2.84,Low,Millennials
20593,6.1,4.3,7.1,3.3,1.9,2.99,Low,Millennials
20594,7.6,1.8,8.9,1.6,5.3,3.44,Low,Millennials
20595,4.7,2.7,7.8,3.4,5.7,3.33,Moderate,Millennials
20596,5.6,1.0,9.4,2.6,4.5,3.01,Moderate,Millennials
20597,7.3,3.2,9.7,2.2,4.5,3.36,Moderate,Millennials
20598,6.6,2.3,7.5,2.7,5.4,3.21,Low,Millennials
20599,4.4,1.4,7.3,1.2,5.6,3.14,Low,Millennials
20600,5.6,0.0,7.9,0.3,4.1,2.92,Moderate,Millennials
20601,4.9,1.8,6.9,4.3,4.3,2.8,Moderate,Millennials
20602,5.4,2.7,7.9,1.2,5.2,3.27,Moderate,Millennials
20603,4.9,2.4,8.5,3.3,3.2,3.23,Moderate,Millennials
20604,5.2,1.7,7.1,2.0,5.1,3.39,Low,Millennials
20605,5.0,1.7,7.8,3.3,4.5,2.72,Low,Millennials
20606,7.1,1.8,8.7,2.3,5.0,2.62,Low,Millennials
20607,6.0,1.0,7.5,1.0,0.9,2.55,Low,Millennials
20608,7.3,1.0,6.9,0.6,3.7,2.91,Low,Millennials
20609,5.4,1.9,7.6,2.1,4.0,3.3,Moderate,Millennials
20610,6.0,2.2,8.6,3.4,5.2,3.03,Moderate,Millennials
20611,4.9,3.4,7.3,3.4,6.4,3.3,Moderate,Millennials
20612,5.9,1.2,7.1,1.5,3.0,2.91,Moderate,Millennials
20613,7.4,0.8,7.0,3.6,5.1,2.98,High,Millennials
20614,6.5,5.1,9.7,0.7,2.7,2.85,Moderate,Millennials
20615,7.0,3.1,8.4,0.0,5.1,2.77,Moderate,Millennials
20616,5.9,2.8,7.9,0.8,4.5,3.28,Low,Millennials
20617,4.4,0.6,7.1,1.6,4.8,2.68,Low,Millennials
20618,6.0,1.8,9.3,1.0,3.8,3.34,Moderate,Millennials
20619,6.1,1.5,7.8,2.3,5.9,3.15,Moderate,Millennials
20620,2.9,1.6,8.1,0.7,5.3,2.9,Low,Millennials
20621,6.2,1.2,8.0,2.0,4.2,3.05,Moderate,Millennials
20622,3.9,3.6,7.6,1.4,6.2,3.12,Moderate,Millennials
20623,6.3,0.6,7.0,1.9,4.7,2.81,Low,Millennials
20624,5.3,2.7,6.6,3.6,4.2,3.27,Moderate,Millennials
20625,5.0,1.7,8.1,3.8,2.8,3.02,Moderate,Millennials
20626,5.3,0.5,9.8,1.4,0.9,3.12,Low,Millennials
20627,5.2,1.0,9.1,0.0,5.8,3.4,Moderate,Millennials
20628,3.4,0.0,8.9,2.2,4.7,2.73,Moderate,Millennials
20629,7.7,0.0,7.6,0.6,3.6,2.82,Low,Millennials
20630,6.6,0.7,7.4,1.8,2.3,3.18,Low,Millennials
20631,7.0,2.3,7.4,3.3,2.9,3.3,Moderate,Millennials
20632,6.2,3.5,8.2,1.9,4.9,2.86,Moderate,Millennials
20633,5.7,3.2,8.3,2.2,6.3,2.74,Moderate,Millennials
20634,4.7,3.1,7.6,1.4,5.6,3.25,Low,Millennials
20635,8.0,2.5,9.5,3.3,3.4,2.72,Low,Millennials
20636,6.3,1.1,9.2,0.5,2.6,3.33,Moderate,Millennials
20637,3.8,0.7,7.2,2.2,3.3,3.37,Moderate,Millennials
20638,6.7,1.7,8.0,1.3,4.8,2.94,Moderate,Millennials
20639,6.8,2.3,9.1,0.5,3.0,2.79,Moderate,Millennials
20640,4.5,0.1,6.8,0.6,2.6,2.62,Moderate,Millennials
20641,5.5,4.4,9.0,3.0,4.6,3.46,Moderate,Millennials
20642,6.7,1.5,7.7,3.7,3.9,3.0,Low,Millennials
20643,4.2,2.2,8.1,4.1,4.2,3.05,Low,Millennials
20644,4.5,2.5,7.4,1.8,5.4,2.96,Low,Millennials
20645,6.7,2.8,7.3,2.8,5.5,2.99,Low,Millennials
20646,5.1,2.7,8.5,1.6,3.6,2.61,Low,Millennials
20647,4.9,3.3,7.2,2.1,4.3,3.0,Moderate,Millennials
20648,7.7,3.0,6.7,2.5,6.5,2.38,Moderate,Millennials
20649,5.0,1.3,8.5,1.3,3.5,3.05,High,Millennials
20650,6.7,1.8,7.7,2.0,4.6,3.67,High,Millennials
20651,5.2,1.5,6.5,1.7,2.9,2.77,Moderate,Millennials
20652,7.1,2.5,7.9,2.2,4.5,2.78,Low,Millennials
20653,8.6,3.1,7.0,3.2,3.8,2.93,Moderate,Millennials
20654,7.1,2.0,7.2,0.9,5.5,3.38,Low,Millennials
20655,3.7,4.1,8.3,1.7,3.1,2.83,High,Millennials
20656,6.1,1.6,7.5,2.4,3.9,3.28,Moderate,Millennials
20657,4.5,1.7,7.8,2.2,2.7,3.08,High,Millennials
20658,4.5,3.1,6.5,0.8,5.5,2.72,High,Millennials
20659,7.5,1.6,7.7,4.7,3.5,2.99,Moderate,Millennials
20660,6.7,2.6,8.1,0.0,3.5,3.02,Low,Millennials
20661,6.0,1.2,7.1,2.6,4.0,3.12,Low,Millennials
20662,4.6,1.0,6.7,4.4,3.8,2.89,Moderate,Millennials
20663,4.5,3.4,8.0,0.0,4.3,2.73,Moderate,Millennials
20664,5.3,5.6,7.8,1.0,2.6,3.26,Moderate,Millennials
20665,6.3,3.9,7.1,0.4,4.4,2.81,Low,Millennials
20666,6.0,2.7,7.9,2.6,5.2,2.62,Moderate,Millennials
20667,7.7,3.5,8.3,2.2,6.7,2.65,High,Millennials
20668,5.1,3.1,9.1,2.7,3.1,3.27,Moderate,Millennials
20669,5.6,2.9,8.0,3.3,7.3,3.53,High,Millennials
20670,3.4,0.9,7.7,0.8,3.5,2.77,Moderate,Millennials
20671,6.5,2.6,7.9,4.1,4.6,2.26,Moderate,Millennials
20672,4.7,0.0,8.1,3.1,5.1,2.99,Moderate,Millennials
20673,7.1,3.6,9.1,1.2,2.6,2.61,High,Millennials
20674,5.6,2.3,7.6,0.8,5.1,3.37,Moderate,Millennials
20675,7.2,3.5,8.2,1.9,6.8,2.55,High,Millennials
20676,4.9,1.1,7.3,2.8,6.0,2.9,Moderate,Millennials
20677,8.2,2.7,9.0,1.5,3.2,3.56,Low,Millennials
20678,6.0,3.1,7.7,2.9,3.5,2.44,Low,Millennials
20679,7.3,1.6,7.7,1.8,2.5,3.33,Moderate,Millennials
20680,6.3,2.1,8.5,1.8,5.0,3.26,Low,Millennials
20681,5.9,2.1,9.5,2.4,5.7,3.01,Low,Millennials
20682,7.1,4.0,7.6,1.9,6.0,2.7,Low,Millennials
20683,5.5,2.9,7.8,2.3,2.7,2.92,Moderate,Millennials
20684,4.9,2.1,7.8,1.5,3.7,2.67,Low,Millennials
20685,5.7,1.4,9.2,1.9,5.1,3.32,Moderate,Millennials
20686,4.1,0.0,8.4,2.5,2.9,3.57,Moderate,Millennials
20687,5.9,0.7,6.8,3.4,5.6,2.88,Moderate,Millennials
20688,5.6,2.0,9.2,1.5,1.9,3.05,Moderate,Millennials
20689,4.8,1.6,9.6,1.8,5.7,2.75,Moderate,Millennials
